name,color,top,left,font_size,R,G,B,cluster,cluster_name
new americana,#779213,0.6410139301210322,0.41133333333333333,107,0.4666666666666667,0.5725490196078431,0.07450980392156863,11,classic rock
salsa,#a48619,0.6154829869833295,0.698,107,0.6431372549019608,0.5254901960784314,0.09803921568627451,8,musica mexicana
rap conscient,#ac8807,0.45919159625485273,0.702,107,0.6745098039215687,0.5333333333333333,0.027450980392156862,8,musica mexicana
christian alternative rock,#a8840e,0.2680977392098653,0.256,107,0.6588235294117647,0.5176470588235295,0.054901960784313725,5,rock
dream pop,#9a8062,0.4327472025576616,0.25066666666666665,107,0.6039215686274509,0.5019607843137255,0.3843137254901961,5,rock
pop reggaeton,#bc8b02,0.21402146608814798,0.7286666666666667,107,0.7372549019607844,0.5450980392156862,0.00784313725490196,7,dance pop
british invasion,#987d20,0.5605389358300982,0.42933333333333334,107,0.596078431372549,0.49019607843137253,0.12549019607843137,11,classic rock
pop venezolano,#b68f01,0.278967800867778,0.7213333333333334,107,0.7137254901960784,0.5607843137254902,0.00392156862745098,7,dance pop
eurodance,#d17934,0.07097510847225394,0.6113333333333333,107,0.8196078431372549,0.4745098039215686,0.20392156862745098,13,edm
queens hip hop,#b67408,0.43110299155058235,0.7106666666666667,107,0.7137254901960784,0.4549019607843137,0.03137254901960784,8,musica mexicana
beatlesque,#9f7b1b,0.5345055948846769,0.33266666666666667,107,0.6235294117647059,0.4823529411764706,0.10588235294117647,5,rock
melancholia,#729134,0.5932404658597853,0.31533333333333335,107,0.4470588235294118,0.5686274509803921,0.20392156862745098,11,classic rock
aesthetic rap,#93950f,0.22452614752226535,0.682,107,0.5764705882352941,0.5843137254901961,0.058823529411764705,7,dance pop
mexican rock,#b67c1c,0.2738524777346426,0.436,107,0.7137254901960784,0.48627450980392156,0.10980392156862745,1,pop
covertronica,#c58821,0.12322448047499429,0.5886666666666667,107,0.7725490196078432,0.5333333333333333,0.12941176470588237,7,dance pop
grunge,#c3633b,0.46750399634619777,0.20066666666666666,107,0.7647058823529411,0.38823529411764707,0.23137254901960785,6,modern rock
modern country rock,#b08402,0.25183831925097055,0.3546666666666667,107,0.6901960784313725,0.5176470588235295,0.00784313725490196,1,pop
memphis hip hop,#a48f05,0.15154144781913678,0.7586666666666667,107,0.6431372549019608,0.5607843137254902,0.0196078431372549,7,dance pop
g funk,#ab7c05,0.21548298698332952,0.7906666666666666,107,0.6705882352941176,0.48627450980392156,0.0196078431372549,7,dance pop
emo,#c36c1e,0.3557433203927837,0.22733333333333333,107,0.7647058823529411,0.4235294117647059,0.11764705882352941,6,modern rock
r&b en espanol,#9c9707,0.26120118748572735,0.7126666666666667,107,0.611764705882353,0.592156862745098,0.027450980392156862,7,dance pop
forro,#c58604,0.37451472939027175,0.6373333333333333,107,0.7725490196078432,0.5254901960784314,0.01568627450980392,7,dance pop
cali rap,#a38802,0.36588262160310575,0.7333333333333333,107,0.6392156862745098,0.5333333333333333,0.00784313725490196,7,dance pop
rock-and-roll,#848012,0.6868234756793788,0.5106666666666667,107,0.5176470588235295,0.5019607843137255,0.07058823529411765,11,classic rock
russian hip hop,#a8890b,0.37510847225393923,0.6593333333333333,107,0.6588235294117647,0.5372549019607843,0.043137254901960784,7,dance pop
vocal jazz,#499135,0.8722539392555378,0.5606666666666666,107,0.28627450980392155,0.5686274509803921,0.20784313725490197,9,adult standards
classic bollywood,#7e8721,0.7367892212833981,0.4693333333333333,107,0.49411764705882355,0.5294117647058824,0.12941176470588237,11,classic rock
country pop,#aa8902,0.2720255766156657,0.356,107,0.6666666666666666,0.5372549019607843,0.00784313725490196,1,pop
pop soul,#83920b,0.4468600137017584,0.5273333333333333,107,0.5137254901960784,0.5725490196078431,0.043137254901960784,1,pop
orchestral soundtrack,#3f9bbd,0.7605846083580726,0.172,107,0.24705882352941178,0.6078431372549019,0.7411764705882353,4,classical
pixel,#938d84,0.28901575702215115,0.5166666666666667,107,0.5764705882352941,0.5529411764705883,0.5176470588235295,13,edm
white noise,#6400cd,0.7987211692167161,0.0,107,0.39215686274509803,0.0,0.803921568627451,3,sleep
melodic metalcore,#e94b2d,0.2670015985384791,0.14066666666666666,107,0.9137254901960784,0.29411764705882354,0.17647058823529413,6,modern rock
brazilian gospel,#928f16,0.49344599223567026,0.3486666666666667,107,0.5725490196078431,0.5607843137254902,0.08627450980392157,11,classic rock
dutch pop,#8e8d0a,0.42891071020781,0.49333333333333335,107,0.5568627450980392,0.5529411764705883,0.0392156862745098,1,pop
brazilian hip hop,#a28712,0.48170815254624344,0.7153333333333334,107,0.6352941176470588,0.5294117647058824,0.07058823529411765,8,musica mexicana
funk rj,#b2840f,0.27741493491664765,0.8586666666666667,107,0.6980392156862745,0.5176470588235295,0.058823529411764705,7,dance pop
outlaw country,#71890a,0.6602420643982645,0.598,107,0.44313725490196076,0.5372549019607843,0.0392156862745098,9,adult standards
german trap,#969809,0.24836720712491436,0.7093333333333334,107,0.5882352941176471,0.596078431372549,0.03529411764705882,7,dance pop
new orleans rap,#a78604,0.3166019639187029,0.7153333333333334,107,0.6549019607843137,0.5254901960784314,0.01568627450980392,7,dance pop
trance,#d17c78,0.08970084494176753,0.43133333333333335,107,0.8196078431372549,0.48627450980392156,0.47058823529411764,13,edm
bachata,#a79204,0.35030828956382737,0.7826666666666666,107,0.6549019607843137,0.5725490196078431,0.01568627450980392,7,dance pop
new rave,#ba7d49,0.13806805206668188,0.49466666666666664,107,0.7294117647058823,0.49019607843137253,0.28627450980392155,13,edm
screamo,#d75e21,0.3062799725964832,0.176,107,0.8431372549019608,0.3686274509803922,0.12941176470588237,6,modern rock
funk rock,#ba6926,0.31372459465631425,0.5166666666666667,107,0.7294117647058823,0.4117647058823529,0.14901960784313725,1,pop
compositional ambient,#2ca5c4,0.8851792646722996,0.248,107,0.17254901960784313,0.6470588235294118,0.7686274509803922,4,classical
trap brasileiro,#929605,0.379721397579356,0.714,107,0.5725490196078431,0.5882352941176471,0.0196078431372549,7,dance pop
symphonic rock,#937e3b,0.5486640785567481,0.292,107,0.5764705882352941,0.49411764705882355,0.23137254901960785,5,rock
german rock,#af740d,0.37369262388673213,0.4226666666666667,107,0.6862745098039216,0.4549019607843137,0.050980392156862744,1,pop
dfw rap,#9d8f03,0.2513359214432519,0.7346666666666667,107,0.615686274509804,0.5607843137254902,0.011764705882352941,7,dance pop
urbano chileno,#a59502,0.24548983786252568,0.754,107,0.6470588235294118,0.5843137254901961,0.00784313725490196,7,dance pop
bubblegum pop,#878307,0.6301895409910938,0.462,107,0.5294117647058824,0.5137254901960784,0.027450980392156862,11,classic rock
progressive rock,#937f3e,0.5474765928294131,0.274,107,0.5764705882352941,0.4980392156862745,0.24313725490196078,5,rock
nova mpb,#7c940f,0.5497145467001598,0.552,107,0.48627450980392156,0.5803921568627451,0.058823529411764705,11,classic rock
australian dance,#c0803b,0.12057547385247773,0.562,107,0.7529411764705882,0.5019607843137255,0.23137254901960785,13,edm
gruperas inmortales,#a19105,0.546380452158027,0.6593333333333333,107,0.6313725490196078,0.5686274509803921,0.0196078431372549,8,musica mexicana
japanese teen pop,#b1860c,0.25279744233843343,0.4673333333333333,107,0.6941176470588235,0.5254901960784314,0.047058823529411764,1,pop
chanson,#6a9109,0.7179721397579356,0.49666666666666665,106,0.41568627450980394,0.5686274509803921,0.03529411764705882,9,adult standards
brooklyn drill,#a18d05,0.34857273350079926,0.7566666666666667,106,0.6313725490196078,0.5529411764705883,0.0196078431372549,7,dance pop
funk ostentacao,#ab8603,0.3329527289335465,0.8266666666666667,106,0.6705882352941176,0.5254901960784314,0.011764705882352941,7,dance pop
industrial metal,#d5634b,0.11290248915277461,0.31133333333333335,106,0.8352941176470589,0.38823529411764707,0.29411764705882354,6,modern rock
melodic drill,#929103,0.3513587577072391,0.792,106,0.5725490196078431,0.5686274509803921,0.011764705882352941,7,dance pop
dancehall,#b48802,0.4279972596483215,0.7406666666666667,106,0.7058823529411765,0.5333333333333333,0.00784313725490196,7,dance pop
reggae fusion,#b28605,0.45170130166704725,0.7273333333333334,106,0.6980392156862745,0.5254901960784314,0.0196078431372549,8,musica mexicana
vapor soul,#96943f,0.2738524777346426,0.5026666666666667,106,0.5882352941176471,0.5803921568627451,0.24705882352941178,1,pop
sped up,#99923d,0.23096597396665905,0.576,106,0.6,0.5725490196078431,0.23921568627450981,13,edm
sheffield indie,#a57e20,0.45928294131080155,0.26466666666666666,106,0.6470588235294118,0.49411764705882355,0.12549019607843137,5,rock
neo-classical,#27abdb,0.9115323133135419,0.3253333333333333,106,0.15294117647058825,0.6705882352941176,0.8588235294117647,4,classical
north carolina hip hop,#9d8a0b,0.4245718200502398,0.7106666666666667,106,0.615686274509804,0.5411764705882353,0.043137254901960784,8,musica mexicana
plugg,#8b9c07,0.2659968029230418,0.6326666666666667,106,0.5450980392156862,0.611764705882353,0.027450980392156862,7,dance pop
florida rap,#969602,0.2599680292304179,0.7586666666666667,106,0.5882352941176471,0.5882352941176471,0.00784313725490196,7,dance pop
indiecoustica,#76970d,0.5666590545786709,0.35,106,0.4627450980392157,0.592156862745098,0.050980392156862744,11,classic rock
turkish rock,#8b8a1f,0.5672527974423385,0.35133333333333333,106,0.5450980392156862,0.5411764705882353,0.12156862745098039,11,classic rock
australian rock,#a97c11,0.4304635761589404,0.384,106,0.6627450980392157,0.48627450980392156,0.06666666666666667,1,pop
pop argentino,#ab8b04,0.25069650605161,0.5646666666666667,106,0.6705882352941176,0.5450980392156862,0.01568627450980392,7,dance pop
adoracao,#8e8d11,0.4698789678008678,0.29333333333333333,106,0.5568627450980392,0.5529411764705883,0.06666666666666667,5,rock
country dawn,#8d8e02,0.47549668874172185,0.3893333333333333,106,0.5529411764705883,0.5568627450980392,0.00784313725490196,11,classic rock
afropop,#a18718,0.4822105503539621,0.6426666666666667,106,0.6313725490196078,0.5294117647058824,0.09411764705882353,8,musica mexicana
polish trap,#a59106,0.27380680520666817,0.692,106,0.6470588235294118,0.5686274509803921,0.023529411764705882,7,dance pop
atl trap,#939a04,0.19410824389129938,0.76,106,0.5764705882352941,0.6039215686274509,0.01568627450980392,7,dance pop
lo-fi chill,#629d4c,0.5182918474537566,0.614,106,0.3843137254901961,0.615686274509804,0.2980392156862745,10,lo-fi beats
show tunes,#5b931e,0.7509933774834437,0.35733333333333334,106,0.3568627450980392,0.5764705882352941,0.11764705882352941,11,classic rock
latin viral pop,#a98d0d,0.23023521351906828,0.6073333333333333,106,0.6627450980392157,0.5529411764705883,0.050980392156862744,7,dance pop
acoustic pop,#79960c,0.568394610641699,0.378,106,0.4745098039215686,0.5882352941176471,0.047058823529411764,11,classic rock
texas country,#828d0c,0.5611326786937657,0.478,106,0.5098039215686274,0.5529411764705883,0.047058823529411764,11,classic rock
oklahoma country,#6f8a14,0.6782827129481617,0.5286666666666666,106,0.43529411764705883,0.5411764705882353,0.0784313725490196,9,adult standards
downtempo,#9b8b78,0.21790363096597395,0.536,106,0.6078431372549019,0.5450980392156862,0.47058823529411764,13,edm
dutch hip hop,#a48d0d,0.30632564512445765,0.742,106,0.6431372549019608,0.5529411764705883,0.050980392156862744,7,dance pop
dutch edm,#d27d5a,0.08796528887873944,0.5773333333333334,106,0.8235294117647058,0.49019607843137253,0.35294117647058826,13,edm
power metal,#d75e23,0.2613382050696506,0.14666666666666667,106,0.8431372549019608,0.3686274509803922,0.13725490196078433,6,modern rock
spanish hip hop,#ba7d0f,0.5210778716601964,0.6993333333333334,106,0.7294117647058823,0.49019607843137253,0.058823529411764705,8,musica mexicana
philly rap,#ae8104,0.448869604932633,0.696,106,0.6823529411764706,0.5058823529411764,0.01568627450980392,8,musica mexicana
uk contemporary r&b,#88950b,0.42767755195250057,0.5813333333333334,106,0.5333333333333333,0.5843137254901961,0.043137254901960784,8,musica mexicana
bossa nova,#67943b,0.7285681662480018,0.5666666666666667,106,0.403921568627451,0.5803921568627451,0.23137254901960785,9,adult standards
britpop,#b47820,0.31418131993605847,0.244,106,0.7058823529411765,0.47058823529411764,0.12549019607843137,5,rock
shimmer pop,#a5882e,0.23484813884448505,0.38066666666666665,106,0.6470588235294118,0.5333333333333333,0.1803921568627451,1,pop
rockabilly,#877d13,0.6839917789449647,0.5153333333333333,106,0.5294117647058824,0.49019607843137253,0.07450980392156863,11,classic rock
girl group,#b87f09,0.11815482986983329,0.6086666666666667,106,0.7215686274509804,0.4980392156862745,0.03529411764705882,7,dance pop
old school thrash,#e4443e,0.4310573190226079,0.16466666666666666,106,0.8941176470588236,0.26666666666666666,0.24313725490196078,6,modern rock
neo-psychedelic,#a97d6b,0.4923041790363097,0.27,106,0.6627450980392157,0.49019607843137253,0.4196078431372549,5,rock
turkish trap,#a88d19,0.2273578442566796,0.7006666666666667,106,0.6588235294117647,0.5529411764705883,0.09803921568627451,7,dance pop
baroque pop,#858828,0.5818680063941539,0.37466666666666665,106,0.5215686274509804,0.5333333333333333,0.1568627450980392,11,classic rock
anime rock,#d36d14,0.1638730303722311,0.274,106,0.8274509803921568,0.42745098039215684,0.0784313725490196,6,modern rock
deboxe,#ac850c,0.2722539392555378,0.864,106,0.6745098039215687,0.5215686274509804,0.047058823529411764,7,dance pop
video game music,#5994c5,0.5736469513587578,0.18666666666666668,106,0.34901960784313724,0.5803921568627451,0.7725490196078432,3,sleep
candy pop,#bd7a0d,0.20575473852477735,0.35933333333333334,106,0.7411764705882353,0.47843137254901963,0.050980392156862744,1,pop
deep groove house,#d07d66,0.060287736926238865,0.7733333333333333,106,0.8156862745098039,0.49019607843137253,0.4,13,edm
reggae,#898f22,0.3199817309888102,0.8093333333333333,106,0.5372549019607843,0.5607843137254902,0.13333333333333333,7,dance pop
electronic trap,#ca813e,0.1499885818680064,0.5606666666666666,106,0.792156862745098,0.5058823529411764,0.24313725490196078,13,edm
latin worship,#9a8b11,0.3870746745832382,0.32666666666666666,106,0.6039215686274509,0.5450980392156862,0.06666666666666667,5,rock
kleine hoerspiel,#716b02,0.7135419045444166,0.846,106,0.44313725490196076,0.4196078431372549,0.00784313725490196,9,adult standards
lilith,#75940b,0.5588033797670701,0.42733333333333334,106,0.4588235294117647,0.5803921568627451,0.043137254901960784,11,classic rock
k-rap,#b58314,0.28897008449417677,0.6893333333333334,106,0.7098039215686275,0.5137254901960784,0.0784313725490196,7,dance pop
modern indie pop,#908f0b,0.3394382279059146,0.5433333333333333,106,0.5647058823529412,0.5607843137254902,0.043137254901960784,1,pop
norwegian pop,#87910d,0.46197762046129254,0.42933333333333334,106,0.5294117647058824,0.5686274509803921,0.050980392156862744,11,classic rock
modern blues rock,#b27524,0.510573190226079,0.3473333333333333,106,0.6980392156862745,0.4588235294117647,0.1411764705882353,5,rock
pittsburgh rap,#9d8f04,0.4132907056405572,0.6846666666666666,106,0.615686274509804,0.5607843137254902,0.01568627450980392,8,musica mexicana
classic italian pop,#7b8f0a,0.6626170358529344,0.43933333333333335,106,0.4823529411764706,0.5607843137254902,0.0392156862745098,11,classic rock
turkish hip hop,#a48b16,0.3357387531399863,0.6833333333333333,106,0.6431372549019608,0.5450980392156862,0.08627450980392157,7,dance pop
sophisti-pop,#a2801d,0.26759534140214664,0.5013333333333333,106,0.6352941176470588,0.5019607843137255,0.11372549019607843,1,pop
rain,#a800c1,0.7471112126056177,0.03266666666666666,106,0.6588235294117647,0.0,0.7568627450980392,12,rain
italian indie pop,#a68614,0.3625028545329984,0.456,106,0.6509803921568628,0.5254901960784314,0.0784313725490196,1,pop
canadian rock,#c07414,0.26750399634619776,0.27,106,0.7529411764705882,0.4549019607843137,0.0784313725490196,6,modern rock
taiwan pop,#8f8f08,0.4096825759305778,0.39266666666666666,106,0.5607843137254902,0.5607843137254902,0.03137254901960784,1,pop
hyperpop,#a48e1e,0.24389129938342088,0.5046666666666667,106,0.6431372549019608,0.5568627450980392,0.11764705882352941,1,pop
thrash metal,#e7433d,0.4220598310116465,0.172,106,0.9058823529411765,0.2627450980392157,0.23921568627450981,6,modern rock
latin christian,#998b12,0.3870746745832382,0.43133333333333335,106,0.6,0.5450980392156862,0.07058823529411765,1,pop
merseybeat,#8b8217,0.6380908883306691,0.44733333333333336,106,0.5450980392156862,0.5098039215686274,0.09019607843137255,11,classic rock
c-pop,#7b9405,0.5695364238410596,0.378,106,0.4823529411764706,0.5803921568627451,0.0196078431372549,11,classic rock
motown,#997b08,0.5515871203471112,0.49933333333333335,106,0.6,0.4823529411764706,0.03137254901960784,8,musica mexicana
